city,house_type,adjusted_occupancy_rate,adj_airbnb_yroi,rent_yroi,roi_ratio,house_price,annual_airbnb_rent,adj_airbnb_new,annual_rent,service_cost,service_cost_new,local_annual_taxes,price_per_night,buy_eur_m2,rent_eur_m2,house_size,number_airbnb_house,airbnb_yroi_original
Santa Flavia,3BR_2BT,0.3513532431171255,0.23232686758677662,0.052112462006079024,4.458182527620269,132916,42587.34117647059,34007.27372292828,8920.32,12903.964376470589,1133.575790764276,1993.74,265.1764705882353,1316,7.36,101,17,0.20832433115651988
Augusta,12BR_17BT,0.31616892207186187,1.1017373651838192,0.06666134185303514,16.527380556076462,356820,573663.2,412214.7172188521,29138.399999999998,173819.9496,13740.490573961735,5352.3,3572,939,6.39,380,1,1.1055741001064963
Agrigento,3BR_1BT,0.31327578161455905,0.11490290269828758,0.06535242290748898,1.758204173408243,83536,15766.73043478261,11225.760910142224,6712.32,4777.319321739131,374.1920303380741,1253.04,98.17391304347827,908,6.08,92,23,0.11655299646910887
Favara,4BR_3BT,0.2723985067662156,0.33231192927038383,0.061085106382978725,5.440146525847454,59220,34368.4,21277.0473635091,4505.76,10413.6252,709.23491211697,888.3,214,470,2.98,126,1,0.38950480918608577
Terrasini,3BR_2.5BT,0.374778348110126,0.3011509730264574,0.05445756222080408,5.5300120083489634,165318.5,63477.15,54067.866863042465,11482.619999999999,19233.57645,1802.2622287680822,2479.7774999999997,395.25,1567,9.07,105.5,4,0.25262627019964495
Chiaramonte Gulfi,4BR_2BT,0.29143723751749884,0.47920609927866653,0.09111275964391692,5.259483975147716,78858,60867.4,40315.9702519832,8367.84,18442.8222,1343.8656750661066,1182.87,379,674,5.96,117,1,0.5229869867356514
Lascari,2BR_1BT,0.34836677554829676,0.13431815896946134,0.05621495327102804,2.38936708391228,97584,19038.4,15073.51368090612,6949.4400000000005,5768.635200000001,502.450456030204,1463.76,118.54545454545455,1284,7.62,76,22,0.12098299721265782
Vizzini,3BR_3BT,0.2711852543163789,1.583843956122705,0.1160284463894967,13.650479734994365,50270,134904,83145.39897340177,6586.799999999999,40875.912,2771.5132991133923,754.05,840,457,4.99,110,2,1.8554612691466084
Milazzo,1BR_1BT,0.3511665888940737,0.19778508359360628,0.045639269406392693,4.333660160780368,56502,15583.598319327732,12437.361510213044,3426.24,4721.830290756303,414.5787170071015,847.53,97.03361344537815,1314,6.64,43,119,0.17723687707641195
Giardini-Naxos,1BR_1.5BT,0.38065795613625764,0.12828586583446727,0.05619018404907975,2.28306541445771,77425,13265.559999999998,11476.45671955203,5511.9,4019.464679999999,382.548557318401,1161.375,82.6,1630,9.67,47.5,20,0.10442002350661929
Balestrate,3BR_2BT,0.3258749416705553,0.11719721839308199,0.048394055608820714,2.421727563823368,105343,19451.49411764706,14406.260252257693,6678.12,5893.802717647059,480.2086750752564,1580.145,121.11764705882354,1043,5.51,101,17,0.11370044900942636
Trapani,6BR_3.5BT,0.3153289780681288,0.025491127169961488,0.07016129032258064,0.36332181253738216,151125,8833,6330.229234717686,12870,2676.399,211.00764115725622,2266.875,55,930,6.6,162.5,1,0.02573846815550042
Barrafranca,8BR_6BT,0.27977134857676156,0.24932086608371085,0.10521857923497269,2.369551726477231,119133,51231.4,32575.17697153523,14322,15523.1142,1085.8392323845078,1786.995,319,549,5.5,217,1,0.2847346310426162
Terrasini,2BR_3BT,0.374778348110126,0.022704791243899833,0.0544575622208041,0.4169263242419995,147298,6745.2,5745.352076528232,10230.960000000001,2043.7956,191.5117358842744,2209.47,42,1567,9.07,94,1,0.0169176390718136
Cefalù,4BR_3BT,0.4606392907139524,0.19920732001982455,0.032671893848009656,6.0972076166304054,313362,66327.8,69439.06987867475,14938.560000000001,20097.3234,2314.6356626224915,4700.429999999999,413,2487,9.88,126,7,0.13253057677701827
Gaggi,1BR_1BT,0.29526364909006064,0.17397299549005354,0.08569930069930069,2.0300398494555414,30745,8956.538461538461,6010.3187031121,3096,2713.8311538461535,200.3439567704033,461.17499999999995,55.76923076923077,715,6,43,13,0.18804788771157285
Marsala,2BR_3BT,0.317008866075595,0.13938671867292518,0.06069620253164557,2.296465229439226,89112,19753.8,14232.113042463836,6745.4400000000005,5985.4014,474.40376808212784,1336.68,123,948,5.98,94,3,0.13950667250201992
Ribera,3BR_3BT,0.28443770415305647,0.6064374584771195,0.04249582637729549,14.270518076126287,65890,65524.8,42358.46290247317,3788.3999999999996,19854.0144,1411.9487634157722,988.3499999999999,408,599,2.87,110,2,0.6781368280467447
Cerda,4BR_3.5BT,0.2788380774615026,0.2185817358849157,0.1684508348794063,1.2975995995591119,70339.5,26820.2,16996.57501166589,12903.84,8126.5206,566.552500388863,1055.0925,167,539,8.24,130.5,1,0.2507636093517867
Alì Terme,3BR_2BT,0.32531497900139994,0.0748643403075784,0.10719864995178398,0.6983701785540305,104737,13169.2,9736.677321511901,12798.72,3990.2676,324.55591071706334,1571.0549999999998,82,1037,10.56,101,1,0.07263791592273983
Corleone,4BR_3BT,0.2932104526364909,0.10348006295598677,0.07123376623376623,1.4526827434113003,87318,16060,10702.181521231918,7529.76,4866.18,356.73938404106394,1309.77,100,693,4.98,126,1,0.11319601914840009
Siracusa,3BR_2.5BT,0.34435370975268315,0.14876551899551996,0.07221998388396454,2.0598941040272276,130925.5,28341.176470588234,22180.43012818753,11419.32,8587.376470588235,739.3476709395843,1963.8825,176.47058823529412,1241,9.02,105.5,17,0.13587817117368273
Castelbuono,3BR_1BT,0.31756882874475034,0.059683925826191836,0.029276729559748426,2.0386131485208385,87768,9395.1,6780.888415772281,3886.08,2846.7153,226.02961385907605,1316.52,58.5,954,3.52,92,4,0.05961016201804758
Castrofilippo,2BR_1BT,0.2759449370041997,0.07830747932467347,0.100748031496063,0.7772606388615498,38608,5942.2,3726.636374241717,4468.8,1800.4866,124.2212124747239,579.12,37,508,4.9,76,1,0.0922760412349772
Agrigento,7BR_1BT,0.31327578161455905,0.03338131546749376,0.065352422907489,0.5107892558895236,141648,9957.2,7089.430937937471,11381.76,3017.0316000000003,236.3143645979157,2124.72,62,908,6.08,156,1,0.03399587992770813
Furnari,1BR_1BT,0.348180121325245,0.19302404049465866,0.08590483619344773,2.2469519650790195,55126,14991.392307692306,11862.965437560571,5562.48,4542.391869230769,395.43218125201906,826.89,93.34615384615384,1282,10.78,43,26,0.17454758985708263
Mistretta,3BR_3BT,0.28919738684087726,0.14198227383131723,0.10555384615384616,1.345117009041775,71500,17666,11611.275081661222,8619.6,5352.798,387.04250272204075,1072.5,110,650,6.53,110,1,0.1572126153846154
San Giovanni la Punta,3BR_2BT,0.3589127391507233,0.04782590323766119,0.04444166070150322,1.0761502266733138,141097,11242,9170.22048530098,8387.039999999999,3406.326,305.67401617669935,2116.455,70,1397,6.92,101,1,0.04053395182037889
Oliveri,5BR_3BT,0.34584694353709755,0.0807101425683076,0.10232696897374699,0.7887475157112744,178494,22484,17672.778814745685,20942.159999999996,6812.652,589.0926271581895,2677.41,140,1257,12.29,142,1,0.0727976178470985
Motta Camastra,1BR_2BT,0.2724918338777415,0.2597874466651867,0.14525477707006368,1.7884950285654162,24492,11242,6962.166355576295,3924.96,3406.326,232.07221185254318,367.38,70,471,6.29,52,1,0.30492789482279925
Santa Caterina Villarmosa,3BR_2BT,0.26213252449836677,0.23682673671590215,0.13733333333333334,1.7244665294847243,36360,15899.4,9472.158772748484,5538.84,4817.5181999999995,315.7386257582828,545.4,99,360,4.57,101,1,0.2897822277227723
Agrigento,5BR_5BT,0.31327578161455905,0.4415011217497395,0.06535242290748897,6.755696301799184,145280,96360,68607.39617358844,11673.599999999999,29197.079999999998,2286.913205786281,2179.2,600,908,6.08,160,1,0.4472998348017621
Calatafimi-Segesta,1BR_1.5BT,0.2872375174988334,0.14782000155167743,0.09851351351351352,1.500504816848303,29877.5,7708.8,5032.401306579562,3391.5,2335.7664,167.74671021931871,448.16249999999997,48,629,5.95,47.5,1,0.1648354480796586
Carini,4BR_3.5BT,0.3435137657489501,0.16592716377830705,0.05113636363636364,3.244797869442449,160776,38544,30091.80587960803,10633.14,11678.832,1003.0601959869343,2411.64,240,1232,6.79,130.5,1,0.15209688013136288
Rodì Milici,3BR_1BT,0.26959869342043863,0.12599319021024422,0.21654545454545454,0.5818325324570471,40480,9636,5904.211385907606,9372.960000000001,2919.708,196.8070461969202,607.1999999999999,60,440,8.49,92,1,0.15091630434782607
Sciacca,5BR_4BT,0.322515165655623,0.05759138212667676,0.04374875868917577,1.3164117989232436,152057,15578.2,11418.649440037332,8933.16,4720.1946,380.6216480012444,2280.855,97,1007,4.93,151,1,0.05640746825203708
Mezzojuso,2BR_2BT,0.25251983201119926,0.27866050869363723,0.23667315175097273,1.1774065061120391,21845,11563.2,6636.221185254317,5497.799999999999,3503.6496,221.20737284181055,327.675,72,257,5.39,85,1,0.3539425680933852
Salaparuta,1BR_1BT,0.2608259449370042,0.31695595508093116,0.1910115606936416,1.6593548261159357,14878,8618.866666666667,5109.145551407683,3065.04,2611.5166,170.30485171358944,223.17,53.666666666666664,346,5.94,43,3,0.3887740332481964
Agrigento,4BR_4BT,0.31327578161455905,0.2953756762592797,0.06535242290748898,4.519735659646545,122580,55278.52,39357.7762715819,9849.599999999999,16749.39156,1311.9258757193966,1838.7,344.2,908,6.08,135,5,0.29931822842225486
Giarratana,2BR_1BT,0.27463835744283716,0.3205317420974644,0.11617408906882593,2.7590639588107226,37544,20878,13031.590060662624,4924.8,6326.034,434.3863353554208,563.16,130,494,5.4,76,2,0.3725976454293629
Torretta,1BR_1BT,0.29451703219785347,0.18752587092474593,0.0971923620933522,1.9294301206984699,30401,9515.55,6369.298967568829,3410.76,2883.2116499999997,212.30996558562762,456.015,59.25,707,6.61,43,8,0.203161848294464
Lampedusa e Linosa,2BR_2BT,0.5450069995333644,0.051574774510899604,0.018441462695370094,2.7966748279597122,288235,16026.18947368421,19850.8759977405,9638.999999999998,4855.9354105263155,661.69586659135,4323.525,99.78947368421052,3391,9.45,85,19,0.023753982212978628
Licata,2BR_1.5BT,0.29209052729818014,0.1623410472969256,0.05354625550660793,3.031790846269199,54820.5,15149.933333333332,10057.163672421839,3757.74,4590.4298,335.23878908072794,822.3075,94.33333333333333,681,3.89,80.5,3,0.17761961370898352
Gioiosa Marea,1BR_1.5BT,0.3468735417638824,0.1746551742542097,0.0576813880126183,3.027929463417253,60230,14989.333333333332,11816.82532275626,4377.6,4541.767999999999,393.8941774252087,903.4499999999999,93.33333333333333,1268,7.68,47.5,3,0.15846115446344564
Castellammare del Golfo,3BR_4BT,0.3974568362109193,0.4365236553741902,0.042016574585635354,10.389320397465935,215390,111376.1,100607.25530797947,12280.8,33746.9583,3353.575176932649,3230.85,693.5,1810,8.6,119,2,0.3454120047355959
Balestrate,8BR_8BT,0.3258749416705553,0.7993631699562486,0.04839405560882071,16.517796657045416,245105,278801.6,206487.39804013068,15538.199999999999,84476.88479999999,6882.913268004356,3676.575,1736,1043,5.51,235,1,0.777822321862059
Ispica,1BR_1BT,0.32867475501633225,0.25253809235588065,0.11595992544268408,2.177804887264295,46139,17094.774999999998,12769.593148146183,6042.360000000001,5179.7168249999995,425.65310493820607,692.0849999999999,106.44318181818181,1073,11.71,43,88,0.2432426618478944
Casalvecchio Siculo,3BR_2.5BT,0.28537097526831545,0.32036939559479605,0.12312807881773398,2.601919876204985,64249.5,34368.4,22290.32687820812,8874.66,10413.6252,743.0108959402708,963.7425,214,609,7.01,105.5,1,0.35783986334524004
Ispica,5BR_5BT,0.32867475501633225,0.4044767080280233,0.11595992544268406,3.4880731984253086,171680,99732.6,74499.06334577694,22483.2,30218.9778,2483.302111525898,2575.2,621,1073,11.71,160,2,0.3899022728331781
Menfi,3BR_2.5BT,0.3421138590760616,0.2877283608228029,0.03390714872637633,8.48577281282809,128393.5,51713.2,40208.64185720952,6279.36,15669.0996,1340.288061906984,1925.9025,322,1217,4.96,105.5,3,0.2657315043207016
Caccamo,2BR_1.5BT,0.2774381707886141,0.07086385377531235,0.11393129770992368,0.6219875942757733,42182,5942.2,3746.8024965002332,5438.58,1800.4866,124.89341655000777,632.73,37,524,5.63,80.5,1,0.08318674790194869
Gioiosa Marea,1BR_1BT,0.3468735417638824,0.15495985948599866,0.057681388012618295,2.686479379658823,54524,12160.147169811322,9586.439357187508,3962.88,3684.5245924528303,319.5479785729169,817.86,75.71698113207547,1268,7.68,43,53,0.1404475566238444
San Vito Lo Capo,2BR_2BT,0.4966635557629491,0.08102980815441349,0.08741559345631743,0.9269491283028927,244205,21491.872368421053,24259.613069326082,25010.399999999998,6512.037327631579,808.6537689775361,3663.075,133.82236842105263,2873,24.52,85,152,0.04634122987158115
Castelvetrano,3BR_2.5BT,0.29647690153989736,0.17613379065597304,0.06,2.9355631775995508,76804,22537.533333333336,15186.041025042778,5760.299999999999,6828.872600000001,506.2013675014259,1152.06,140.33333333333334,728,4.55,105.5,3,0.18952920073607282
Lampedusa e Linosa,3BR_2BT,0.5450069995333644,0.09608580809116173,0.018441462695370097,5.210313828050363,342491,31774.71,39357.816723051794,11453.4,9627.73713,1311.9272241017266,5137.365,197.85,3391,9.45,101,20,0.049664393721294865
Trecastagni,3BR_1BT,0.3511665888940737,0.08903168824574335,0.04107305936073059,2.16764199286468,120888,16300.9,13009.844202053195,6778.5599999999995,4939.1727,433.66147340177315,1813.32,101.5,1314,6.14,92,4,0.07898556763285024
Itala,1BR_1BT,0.30076994867008866,0.16355937621304986,0.11197674418604649,1.4606548654540281,33282,8993.6,6147.737750816612,4226.039999999999,2725.0608,204.92459169388707,499.22999999999996,56,774,8.19,43,2,0.17334622919295717
Acireale,5BR_5BT,0.33604759682687824,0.22687210530004015,0.0528125,4.2958031772788665,184320,60385.6,46119.172188520766,12499.199999999999,18296.836799999997,1537.3057396173588,2764.7999999999997,376,1152,6.51,160,3,0.21334615451388889
Canicattini Bagni,1BR_1.5BT,0.29498366775548296,0.15426090752567345,0.0940449438202247,1.6402892198070418,33820,8833,5921.79713019132,3687.8999999999996,2676.399,197.393237673044,507.29999999999995,55,712,6.47,47.5,1,0.1670402424600828
Caltagirone,1BR_1.5BT,0.2928371441903873,0.24422976606010122,0.08915094339622642,2.7395084870233575,32727.5,13187.044444444446,8776.491898688237,3408.6000000000004,3995.674466666667,292.5497299562746,490.91249999999997,82.11111111111111,689,5.98,47.5,9,0.26584546567192047
Castelvetrano,3BR_2BT,0.29647690153989736,0.20957292674820116,0.05999999999999999,3.49288211247002,73528,25351.007407407407,17081.79119787076,5514.599999999999,7681.355244444444,569.3930399290253,1102.92,157.85185185185185,728,4.55,101,27,0.2253118834044577
Milazzo,2BR_3BT,0.3511665888940737,0.05371477825434175,0.045639269406392693,1.176942114827498,123516,11001.1,8780.042638824078,7489.92,3333.3333000000002,292.6680879608026,1852.74,68.5,1314,6.64,94,2,0.04707913711583925
Godrano,2BR_2BT,0.26791880541297247,0.10095623495310639,0.12746445497630332,0.7920344143932124,35870,7066.4,4302.776014932338,5110.2,2141.1191999999996,143.42586716441124,538.05,44,422,5.01,85,1,0.12230919431279622
San Giovanni la Punta,1BR_1BT,0.3589127391507233,0.16229219424950758,0.044441660701503224,3.651803098438626,60071,13506.46,11017.364897340176,3570.7200000000003,4092.45738,367.2454965780059,901.0649999999999,84.1,1397,6.92,43,10,0.14171459805896355
San Giovanni la Punta,2BR_2BT,0.3589127391507233,0.07031652069921049,0.044441660701503224,1.5822208168929217,118745,12848,10480.25198320112,7058.400000000001,3892.944,349.34173277337067,1781.175,80,1397,6.92,85,1,0.06041417322834646
Aci Castello,3BR_1.5BT,0.38924405039664023,0.061035946705593216,0.048554006968641115,1.257073319304288,166173,14775.2,13070.81521231918,10560.96,4476.8856000000005,435.6938404106393,2492.595,92,1722,9.12,96.5,1,0.04697345176412534
Sciacca,5BR_3BT,0.322515165655623,0.11153161706689287,0.043748758689175764,2.5493664370981985,142994,25535.4,18717.16763882408,8400.72,7737.2262,623.9055879608027,2144.91,159,1007,4.93,142,2,0.10946797627872498
Sant'Angelo di Brolo,3BR_3BT,0.2719318712085861,0.31513893697409423,0.18680645161290324,1.6869810129851357,51150,28265.6,17468.90340643957,10322.400000000001,8564.476799999999,582.2967802146524,767.25,176,465,7.82,110,1,0.3701636989247312
Santa Flavia,3BR_1BT,0.3513532431171255,0.09174460174459692,0.05211246200607903,1.7605117511794917,121072,16742.55,13369.430092160523,8125.4400000000005,5072.992649999999,445.6476697386841,1816.08,104.25,1316,7.36,92,4,0.08138526950905246
Licata,3BR_3BT,0.29209052729818014,0.28079153640458143,0.05354625550660794,5.243906109735909,74910,34529,22921.804129724685,5134.8,10462.287,764.0601376574895,1123.6499999999999,215,681,3.89,110,1,0.3062750367107195
Catania,4BR_2.5BT,0.34631357909472704,0.10533180820879406,0.06981774960380349,1.5086680508398378,153333,24250.6,19087.07291180588,13005.36,7347.931799999999,636.2357637268627,2299.995,151,1262,8.92,121.5,2,0.09523503225007011
Noto,4BR_3BT,0.38831077928138125,0.3653557738169919,0.06462616822429906,5.653372060508769,215712,96174.6923076923,84876.52208442513,17176.32,29140.931769230767,2829.217402814171,3235.68,598.8461538461538,1712,11.36,126,13,0.2957558250744582
Noto,5BR_2.5BT,0.38831077928138125,0.0635735479784214,0.06462616822429906,0.9837121668389138,235400,21681,19134.013649090062,18744,6569.343,637.8004549696687,3531,135,1712,11.36,137.5,1,0.049195654205607474
Santa Venerina,3BR_3BT,0.31411572561829215,0.37725228484652035,0.07385496183206106,5.108015433063997,100870,57334.2,40930.84962669156,8962.8,17372.2626,1364.361654223052,1513.05,357,917,6.79,110,3,0.3811726717557251
Caronia,4BR_2.5BT,0.3078628091460569,0.7170502131940497,0.08057647058823529,8.89900249985315,103275,111777.6,78209.46803546429,9870.66,33868.6128,2606.98226784881,1549.125,696,850,6.77,121.5,1,0.7393838024691358
Noto,3BR_2.5BT,0.38831077928138125,0.14192814649674843,0.06462616822429906,2.1961405170140393,180616,33224.125,29321.104249300046,14381.76,10066.909875,977.3701416433348,2709.24,206.875,1712,11.36,105.5,16,0.1132124237332241
Ragusa,8BR_8BT,0.3169155389640691,0.22617736043925832,0.08535902851108766,2.649718071825046,222545,77088,55523.602426504905,22334.4,23357.664,1850.7867475501635,3338.1749999999997,480,947,7.92,235,5,0.2264358264620638
Termini Imerese,3BR_1.5BT,0.310569295380308,0.08318056527638472,0.06595563139931741,1.261159411434966,84823.5,12205.6,8615.192253849744,6866.9400000000005,3698.2968,287.1730751283248,1272.3525,76,879,5.93,96.5,1,0.0852941779106026
Ragusa,2BR_1.5BT,0.3169155389640691,0.6305199662227452,0.08535902851108763,7.386681610848516,76233.5,70678.59999999999,50907.15139142239,7650.719999999999,21415.615799999996,1696.9050463807464,1143.5025,440.09090909090907,947,7.92,80.5,33,0.631211759921819
Sciacca,1BR_1BT,0.322515165655623,0.18580451794356645,0.043748758689175764,4.24708091179597,43301,12271.48717948718,8994.865273939004,2543.8799999999997,3718.2606153846154,299.82884246463345,649.515,76.41025641025641,1007,4.93,43,156,0.18252953890447252
Ragusa,7BR_5BT,0.3169155389640691,0.4708352535324252,0.08535902851108765,5.515939693142904,181824,126874,91382.59566028933,18247.68,38442.822,3046.0865220096443,2727.3599999999997,790,947,7.92,192,1,0.47135591561070045
Siracusa,2BR_2.5BT,0.34435370975268315,0.1807178134729188,0.07221998388396454,2.50232420105877,111069.5,28734.016666666666,22487.875534686573,9687.48,8706.40705,749.595851156219,1666.0425,178.91666666666666,1241,9.02,89.5,36,0.16531601489757916
Licata,3BR_1.5BT,0.29209052729818014,0.3535365087870071,0.05354625550660793,6.602450637157599,65716.5,37741,25054.0649790014,4504.62,11435.523,835.1354993000466,985.7475,235,681,3.89,96.5,1,0.3852872490166092
Palermo,5BR_3BT,0.3618058796080261,0.14396080683477772,0.058361344537815135,2.466715048716853,202776,40551.5,33344.93437937471,14875.920000000002,12287.1045,1111.4978126458236,3041.64,252.5,1428,8.73,142,4,0.12438728202548625
San Fratello,1BR_2BT,0.2653989734017732,1.056362076213203,0.16727848101265824,6.3149908453154024,20540,37741,22764.596943537097,3744,11435.523,758.8198981179032,308.09999999999997,235,395,6,52,1,1.265695082765336
Ispica,4BR_3.5BT,0.32867475501633225,0.2331785020360227,0.11595992544268408,2.01085419075469,140026.5,48126.466666666674,35949.89691242806,18337.86,14582.319400000002,1198.3298970809353,2100.3975,299.6666666666667,1073,11.71,130.5,3,0.22455570743156955
Catania,6BR_6BT,0.34631357909472704,0.08391675238241068,0.06981774960380349,1.2019400920054735,233470,30353.4,23890.442253849746,19802.4,9197.0802,796.3480751283248,3502.0499999999997,189,1262,8.92,185,1,0.07561686640681888
Comiso,1BR_1BT,0.2809846010265982,0.2393542775190014,0.09197508896797153,2.6023815818471423,24166,9957.2,6358.681521231918,2585.16,3017.0316000000003,211.95605070773058,362.49,62,562,5.01,43,24,0.27218730447736494
Mazara del Vallo,1BR_2BT,0.30030331311245917,0.2797813934464598,0.17849804941482447,1.567419892618858,39988,17866.75,12194.191408072795,7737.6,5413.62525,406.47304693575984,599.8199999999999,111.25,769,12.4,52,4,0.29642154521356406
Motta Camastra,1BR_1BT,0.2724918338777415,0.3328612290858587,0.1452547770700637,2.291568207256295,20253,11768.41111111111,7288.172557940582,3245.6400000000003,3565.8285666666666,242.93908526468607,303.795,73.27777777777777,471,6.29,43,18,0.3900058038041003
Marsala,5BR_2BT,0.317008866075595,0.2759744672732825,0.060696202531645566,4.546816040581715,126084,52676.8,37952.30144657023,9544.08,15961.0704,1265.0767148856744,1891.26,328,948,5.98,133,1,0.2762005456679674
Giarratana,4BR_3.5BT,0.27463835744283716,1.7887426984549808,0.11617408906882593,15.397088221584951,64467,192720,120291.60055996268,8456.400000000001,58394.159999999996,4009.7200186654227,967.005,1200,494,5.4,130.5,1,2.068637209735213
Canicattì,3BR_3.5BT,0.290410639290714,0.254956078685364,0.07803167420814479,3.267340875005245,75913.5,32120,21199.97666822212,7062.36,9732.36,706.6658889407373,1138.7024999999999,200,663,5.14,114.5,1,0.2799098645168514
Fiumefreddo di Sicilia,2BR_2BT,0.3029164722351843,0.16248750047657168,0.05170012547051442,3.14288406455109,67745,18067.5,12438.507641157255,4518.599999999999,5474.452499999999,414.6169213719085,1016.175,112.5,797,4.43,85,4,0.17088895859473024
Motta Camastra,2BR_1BT,0.2724918338777415,0.2757478453530706,0.1452547770700637,1.8983736777212052,35796,17384.95,10766.492971301914,5736.4800000000005,5267.6398500000005,358.8830990433971,536.9399999999999,108.25,471,6.29,76,16,0.3235101729243491
Petralia Soprana,3BR_2BT,0.2657722818478768,0.3053419539463586,0.15703007518796994,1.9444807218034805,40299,22109.266666666666,13354.61420905273,6932.64,6699.1078,445.1538069684243,604.485,137.66666666666666,399,5.72,101,3,0.36739556481963986
Pollina,1BR_1.5BT,0.330727951469902,0.1106379399268119,0.07738356164383563,1.4297343980628903,52012.5,8993.6,6760.079328044797,4805.1,2725.0608,225.33597760149323,780.1875,56,1095,8.43,47.5,2,0.1055198596491228
Licata,1BR_1BT,0.29209052729818014,0.20989115298948652,0.053546255506607944,3.9198100969653167,29283,10262.34,6812.573413439104,2007.2400000000002,3109.48902,227.08578044797014,439.245,63.9,681,3.89,43,50,0.22926633131851246
Sant'Alfio,3BR_2BT,0.30170321978534764,0.2410985362202869,0.07193877551020408,3.3514406453316474,79184,30594.3,20978.179129724685,6884.16,9270.0729,699.2726376574896,1187.76,190.5,784,5.68,101,4,0.25429969564558497
Campobello di Mazara,3BR_2.5BT,0.32372841810545966,0.11237348966253287,0.16323529411764706,0.6884141709056067,107610,19272,14179.304713019133,19179.9,5839.416,472.6434904339711,1614.1499999999999,120,1020,15.15,105.5,1,0.10982654028436019
Noto,1BR_4.5BT,0.38831077928138125,0.0709367663696381,0.06462616822429906,1.0976477225670682,127544,12848,11338.674755016333,10155.84,3892.944,377.95582516721106,1913.1599999999999,80,1712,11.36,74.5,1,0.05521150348115161
Paceco,1BR_1BT,0.2989034064395707,0.2411599519632501,0.08431034482758622,2.8603838883166675,32422,12647.25,8591.60478884741,3219.84,3832.1167499999997,286.38682629491365,486.33,78.75,754,6.24,43,4,0.2568873989883413
Mascali,2BR_2.5BT,0.3431404573028465,0.08267434625816279,0.10070032573289903,0.8209938315140216,109906,14239.866666666669,11105.168999844456,12716.16,4314.6796,370.1722999948152,1648.59,88.66666666666667,1228,11.84,89.5,3,0.07530614403823876
Sant'Agata di Militello,2BR_1BT,0.321581894540364,0.12515026531551357,0.06780842527582748,1.8456447676882928,75772,15030.970370370373,10985.654382917684,6274.5599999999995,4554.3840222222225,366.1884794305895,1136.58,93.5925925925926,997,6.88,76,27,0.12326461421300942
San Gregorio di Catania,3BR_2.5BT,0.3856042930471302,0.20006301462620887,0.04196969696969697,4.766844391815807,177556.5,45075.06666666667,39502.58912739151,10115.34,13657.745200000001,1316.7529709130504,2663.3475,280.6666666666667,1683,7.99,105.5,3,0.16194267158153416
Regalbuto,1BR_1BT,0.2852776481567896,0.15825183057716594,0.10184210526315791,1.5538939436517583,26144,7227,4685.685370975269,3054.7200000000003,2189.781,156.1895123658423,392.15999999999997,45,608,5.92,43,1,0.17767208537331702
Carini,3BR_1BT,0.3435137657489501,0.0782700834106241,0.05113636363636364,1.5306149644744267,113344,14007.88888888889,10936.14241457977,7496.16,4244.390333333334,364.53808048599234,1700.1599999999999,87.22222222222223,1232,6.79,92,9,0.07114040933402349
Acquedolci,4BR_3BT,0.315142323845077,0.2997645490686424,0.07189655172413792,4.169387013424763,116928,53158.6,38073.91985534298,10160.64,16107.055799999998,1269.130661844766,1753.9199999999998,331,928,6.72,126,1,0.30187486487411064
Casteldaccia,3BR_3BT,0.3095426971535231,0.25952948884541616,0.06504608294930875,3.9899326304963028,95480,38544,27115.940270648625,7642.799999999999,11678.832,903.8646756882875,1432.2,240,868,5.79,110,2,0.26636958525345616
Piazza Armerina,4BR_2BT,0.29087727484834347,0.11565924878867766,0.08452095808383234,1.3684091071703273,78156,15979.7,10563.935429304714,7778.16,4841.8491,352.1311809768238,1172.34,99.5,668,5.54,117,2,0.12750794436767493
Castelmola,3BR_4BT,0.3424871675221652,0.6686331338088083,0.11384520884520882,5.873177629441783,145299,132013.2,102756.42487167522,18721.079999999998,39999.9996,3425.214162389174,2179.485,822,1221,13.11,119,1,0.6182679536679537
Santa Croce Camerina,1BR_1BT,0.3430471301913206,0.29774021737307244,0.09952322738386309,2.991665616154935,52761,21893.686486486487,17069.46890567656,6042.360000000001,6633.787005405406,568.9822968558854,791.415,136.32432432432432,1227,11.71,43,74,0.27422688123957245
Mirabella Imbaccari,2BR_2BT,0.289477368175455,0.07700726487515212,0.0798238897396631,0.9647145124887162,55505,8030,5282.961969202053,5263.200000000001,2433.09,176.09873230673512,832.5749999999999,50,653,5.16,85,1,0.08583614088820828
Carlentini,6BR_2BT,0.3048763415772282,0.046780554222293484,0.0567359413202934,0.8245312077965109,121882,11242,7789.590527298181,8743.32,3406.326,259.65301757660603,1828.23,70,818,4.89,149,1,0.049289017246188935
Alcamo,3BR_3BT,0.31392907139524034,0.09915782806067606,0.09713114754098362,1.0208654028187745,100650,16659.573333333334,11886.191787214186,11286.000000000002,5047.85072,396.2063929071395,1509.75,103.73333333333333,915,8.55,110,15,0.10036733843351549
Torregrotta,4BR_4BT,0.3089827344843677,0.5939422986841026,0.0618445475638051,9.603794062384102,116370,104390,73306.15375641623,8942.4,31630.17,2443.5384585472075,1745.55,650,862,5.52,135,1,0.6102455959439718
Lipari,3BR_3.5BT,0.45989267382174526,0.12934623741692827,0.023192819685357,5.576994913584923,283845.5,40551.5,42384.8585510966,10840.86,12287.1045,1412.8286183698867,4257.6825,252.5,2479,7.89,114.5,2,0.08457669048831142
